,Train,Test,P value,Train GA,Test GA,P value GA
0,0.9695207892882312,0.20606060606060606,0.0,0.6451726568005638,0.9272727272727272,0.0
1,0.9531442663378545,0.9573170731707317,0.001,0.9460982913510657,0.9512195121951219,0.0
2,0.9589499647639183,0.7090909090909091,0.0,0.4904862579281184,1.0,0.0
3,0.9535129424194401,0.5185185185185185,0.0,0.820919175911252,0.9938271604938271,0.5
4,0.9505194576509949,0.8765432098765432,0.0,0.5247402711745025,1.0,0.008
5,0.9564834390415786,0.9939393939393939,0.0,0.485553206483439,1.0,0.236
6,0.9533286368439592,0.27607361963190186,0.146,0.6743571680169074,0.9631901840490797,0.048
7,0.9592195464932326,0.94,0.001,0.8338899630866584,1.0,0.275
8,0.9621278844460102,0.5060975609756098,0.007,0.7977805178791615,0.9451219512195121,0.015
9,0.9598450158506516,0.4171779141104294,0.0,0.6680169073617471,0.950920245398773,0.92
10,0.9570195525805884,1.0,0.046,0.5982032763783689,1.0,0.039
11,0.9577613516367476,0.2721518987341772,0.0,0.9417458641323477,0.06329113924050633,0.0
12,0.9556025369978859,1.0,0.061,0.5829809725158562,1.0,0.005
13,0.9568661971830986,0.83125,0.001,0.5776408450704226,1.0,0.002
14,0.9591261451726568,0.7212121212121212,0.001,0.7552854122621564,1.0,0.919
15,0.9528002817893625,1.0,0.0,0.5181401902078197,1.0,0.232
16,0.9492600422832981,1.0,0.0,0.591261451726568,1.0,0.386
17,0.9538407329105003,0.9757575757575757,0.0,0.5551444679351656,1.0,0.873
18,0.9575405214940098,0.896969696969697,0.002,0.8912966878083157,0.5333333333333333,0.013
19,0.9537198742577716,1.0,0.0,0.48952148096402376,1.0,0.342
20,0.9511251758087201,0.881578947368421,0.0,0.6026722925457103,1.0,0.92
21,0.9538407329105003,0.6242424242424243,0.0,0.9242424242424242,0.9212121212121213,0.0
22,0.9545454545454546,0.21818181818181817,0.0,0.6678999295278365,0.8909090909090909,0.035
23,0.956338028169014,0.48125,0.0,0.5619718309859155,1.0,0.0
24,0.9575480007045974,0.6524390243902439,0.001,0.9177382420292408,0.9634146341463414,0.001
25,0.9645939756913863,0.2073170731707317,0.0,0.7135811167870354,0.8963414634146342,0.02
26,0.9545454545454546,1.0,0.0,0.9291754756871036,1.0,0.0
27,0.9511980267794221,0.9515151515151515,0.0,0.8201198026779423,0.9757575757575757,0.001
28,0.9552501761804087,1.0,0.0,0.8768498942917548,1.0,0.886
29,0.9612403100775194,0.6424242424242425,0.0,0.9487315010570825,0.6,0.0
30,0.9589499647639183,0.23636363636363636,0.0,0.63107822410148,0.9939393939393939,0.456
31,0.954369274136716,1.0,0.0,0.8350951374207188,1.0,0.0
32,0.9513913349771046,1.0,0.0,0.753082071151814,1.0,0.0
33,0.9529598308668076,0.9030303030303031,0.0,0.9099718111346018,0.9151515151515152,0.0
34,0.9515759816869167,0.7222222222222222,0.0,0.9448846627927452,0.654320987654321,0.0
35,0.9533121916842847,1.0,0.0,0.8784355179704016,1.0,0.0
36,0.9540169133192389,1.0,0.0,0.9117336152219874,1.0,0.0
37,0.9554499031519633,0.7160493827160493,0.0,0.6282796266948406,1.0,0.618
38,0.9605425400739828,0.7378048780487805,0.0,0.8182138453408491,0.9695121951219512,0.001
39,0.9568434032059187,0.8048780487804879,0.0,0.86788796899771,0.9085365853658537,0.009
