,Train,Test,P value,Train GA,Test GA,P value GA
0,0.9695207892882312,0.20606060606060606,0.0,0.5736434108527132,0.8606060606060606,0.001
1,0.9531442663378545,0.9573170731707317,0.0,0.9416945569843227,0.9817073170731707,0.0
2,0.9589499647639183,0.7090909090909091,0.003,0.8033826638477801,1.0,0.0
3,0.9535129424194401,0.5185185185185185,0.0,0.7811234372248635,1.0,1.0
4,0.9505194576509949,0.8765432098765432,0.0,0.5073076245817926,1.0,0.026
5,0.9564834390415786,0.9939393939393939,0.0,0.8842494714587738,1.0,0.0
6,0.9533286368439592,0.27607361963190186,0.174,0.7273687918281085,0.9754601226993865,0.0
7,0.9592195464932326,0.94,0.002,0.7085603796800843,0.9933333333333333,1.0
8,0.9621278844460102,0.5060975609756098,0.004,0.6418883212964595,0.8048780487804879,0.937
9,0.9598450158506516,0.4171779141104294,0.0,0.7648820007044734,0.9386503067484663,1.0
10,0.9570195525805884,1.0,0.048,0.5356702483706183,1.0,0.304
11,0.9577613516367476,0.2721518987341772,0.0,0.620204153467089,0.7025316455696202,0.019
12,0.9556025369978859,1.0,0.059,0.6488724453840733,1.0,0.107
13,0.9568661971830986,0.83125,0.002,0.6427816901408451,1.0,0.0
14,0.9591261451726568,0.7212121212121212,0.003,0.8084918957011981,1.0,0.326
15,0.9528002817893625,1.0,0.0,0.9399436421275097,1.0,0.0
16,0.9492600422832981,1.0,0.0,0.9372797744890768,1.0,0.852
17,0.9538407329105003,0.9757575757575757,0.001,0.7050739957716702,0.9939393939393939,0.0
18,0.9575405214940098,0.896969696969697,0.001,0.8897110641296688,0.21818181818181817,0.866
19,0.9537198742577716,1.0,0.0,0.5733496332518337,1.0,0.835
20,0.9511251758087201,0.881578947368421,0.0,0.585267229254571,1.0,0.712
21,0.9538407329105003,0.6242424242424243,0.0,0.7013742071881607,0.9818181818181818,0.0
22,0.9545454545454546,0.21818181818181817,0.0,0.6745947850599013,0.9515151515151515,0.0
23,0.956338028169014,0.48125,0.0,0.7265845070422535,1.0,0.0
24,0.9575480007045974,0.6524390243902439,0.0,0.8229698784569315,0.9939024390243902,0.0
25,0.9645939756913863,0.2073170731707317,0.0,0.5562797252069756,0.8475609756097561,0.09
26,0.9545454545454546,1.0,0.0,0.7596899224806202,1.0,0.0
27,0.9511980267794221,0.9515151515151515,0.0,0.930937279774489,1.0,0.0
28,0.9552501761804087,1.0,0.0,0.8890063424947146,1.0,0.0
29,0.9612403100775194,0.6424242424242425,0.0,0.9159619450317125,0.8424242424242424,0.0
30,0.9589499647639183,0.23636363636363636,0.0,0.595137420718816,0.9393939393939394,0.851
31,0.954369274136716,1.0,0.0,0.9016913319238901,1.0,0.0
32,0.9513913349771046,1.0,0.0,0.9168721380767876,1.0,0.0
33,0.9529598308668076,0.9030303030303031,0.0,0.9363988724453841,0.9818181818181818,0.0
34,0.9515759816869167,0.7222222222222222,0.0,0.9165346011621764,0.8888888888888888,0.0
35,0.9533121916842847,1.0,0.0,0.7045454545454546,1.0,0.0
36,0.9540169133192389,1.0,0.0,0.6682522903453136,1.0,0.305
37,0.9554499031519633,0.7160493827160493,0.0,0.535481598873041,1.0,0.081
38,0.9605425400739828,0.7378048780487805,0.0,0.888673595208737,0.7439024390243902,0.346
39,0.9568434032059187,0.8048780487804879,0.0,0.9404615113616347,0.8536585365853658,0.001
