,Train,Test,P value,Train GA,Test GA,P value GA
30,0.7572751322751323,0.2857142857142857,0.076,0.5257936507936508,0.9523809523809523,0.317
31,0.75,1.0,0.01,0.7308201058201058,1.0,0.004
32,0.751984126984127,0.7619047619047619,0.011,0.7248677248677249,0.9047619047619048,0.0
33,0.7533068783068783,0.9523809523809523,0.001,0.748015873015873,1.0,0.217
34,0.7526455026455027,1.0,0.009,0.746031746031746,1.0,0.01
35,0.7526455026455027,0.9047619047619048,0.01,0.542989417989418,1.0,0.276
36,0.75,0.9523809523809523,0.016,0.7268518518518519,1.0,0.0
37,0.7493386243386243,0.8095238095238095,0.01,0.6382275132275133,0.8571428571428571,0.87
38,0.7533068783068783,0.42857142857142855,0.567,0.5575396825396826,0.7619047619047619,0.472
39,0.7619047619047619,0.047619047619047616,0.018,0.621031746031746,0.3333333333333333,0.001
40,0.7592592592592593,0.2857142857142857,0.054,0.6216931216931217,0.9047619047619048,0.0
41,0.7559523809523809,0.9047619047619048,0.174,0.6765873015873016,1.0,0.0
42,0.751984126984127,1.0,0.26,0.6342592592592593,1.0,0.509
43,0.7572751322751323,0.8571428571428571,0.146,0.6904761904761905,1.0,0.0
44,0.7579365079365079,0.9047619047619048,0.043,0.7017195767195767,1.0,0.0
45,0.7585978835978836,0.23809523809523808,0.154,0.7625661375661376,0.47619047619047616,0.0
46,0.7592592592592593,0.09523809523809523,0.142,0.541005291005291,0.5238095238095238,0.073
47,0.7592592592592593,0.2857142857142857,0.09,0.6547619047619048,0.5714285714285714,0.004
48,0.753968253968254,0.2857142857142857,0.184,0.7308201058201058,0.38095238095238093,0.0
49,0.7526455026455027,0.6666666666666666,0.137,0.7599206349206349,0.8571428571428571,0.001
50,0.7533068783068783,0.47619047619047616,0.119,0.7228835978835979,0.7619047619047619,0.0
51,0.7552910052910053,0.38095238095238093,0.153,0.5998677248677249,0.7619047619047619,0.05
52,0.7506613756613757,0.5238095238095238,0.035,0.7433862433862434,0.6666666666666666,0.0
53,0.7546296296296297,0.9523809523809523,0.097,0.7063492063492064,0.9523809523809523,0.001
54,0.7632275132275133,0.0,0.031,0.5509259259259259,0.3333333333333333,0.551
55,0.7579365079365079,0.0,0.077,0.6984126984126984,0.23809523809523808,0.381
56,0.7506613756613757,0.9047619047619048,0.015,0.6097883597883598,1.0,0.148
57,0.748015873015873,1.0,0.025,0.748015873015873,1.0,0.0
58,0.7433862433862434,0.9047619047619048,0.122,0.7123015873015873,0.8571428571428571,0.006
59,0.7566137566137566,0.23809523809523808,0.017,0.7566137566137566,0.47619047619047616,0.001
60,0.7493386243386243,0.9523809523809523,0.023,0.7037037037037037,1.0,0.0
61,0.7513227513227513,0.9047619047619048,0.034,0.7255291005291006,0.9523809523809523,0.586
62,0.7698412698412699,0.2857142857142857,0.0,0.6064814814814815,0.8095238095238095,0.129
63,0.7698412698412699,0.09523809523809523,0.0,0.6117724867724867,0.42857142857142855,0.0
64,0.7645502645502645,0.23809523809523808,0.0,0.593915343915344,0.7142857142857143,0.966
65,0.7645502645502645,0.19047619047619047,0.001,0.593915343915344,0.9047619047619048,0.554
66,0.7705026455026455,0.14285714285714285,0.001,0.6084656084656085,0.7142857142857143,0.919
67,0.7619047619047619,0.19047619047619047,0.004,0.5396825396825397,0.7619047619047619,0.164
68,0.7585978835978836,0.42857142857142855,0.0,0.6832010582010583,1.0,0.361
69,0.7559523809523809,0.14285714285714285,0.0,0.7056878306878307,0.8095238095238095,0.901
70,0.7619047619047619,0.42857142857142855,0.003,0.6673280423280423,0.7142857142857143,0.039
71,0.7572751322751323,0.5714285714285714,0.0,0.6567460317460317,1.0,0.821
72,0.7572751322751323,0.7619047619047619,0.0,0.6005291005291006,0.9523809523809523,0.234
