,Train,Test,P value,Train GA,Test GA,P value GA
46,0.7592592592592593,0.09523809523809523,0.187,0.6759259259259259,0.2857142857142857,0.0
47,0.7592592592592593,0.2857142857142857,0.093,0.7347883597883598,0.6666666666666666,0.636
48,0.753968253968254,0.2857142857142857,0.152,0.6190476190476191,0.42857142857142855,0.638
49,0.7526455026455027,0.6666666666666666,0.136,0.7526455026455027,0.8571428571428571,0.0
50,0.7533068783068783,0.47619047619047616,0.118,0.7585978835978836,0.8571428571428571,0.0
51,0.7552910052910053,0.38095238095238093,0.133,0.6937830687830688,0.47619047619047616,0.002
52,0.7506613756613757,0.5238095238095238,0.03,0.7109788359788359,0.8571428571428571,0.0
53,0.7546296296296297,0.9523809523809523,0.093,0.7513227513227513,1.0,0.014
54,0.7632275132275133,0.0,0.027,0.7195767195767195,0.23809523809523808,0.691
55,0.7579365079365079,0.0,0.075,0.7261904761904762,0.2857142857142857,0.004
56,0.7506613756613757,0.9047619047619048,0.026,0.6342592592592593,1.0,0.105
57,0.748015873015873,1.0,0.031,0.707010582010582,1.0,0.027
58,0.7433862433862434,0.9047619047619048,0.119,0.7513227513227513,0.9047619047619048,0.005
59,0.7566137566137566,0.23809523809523808,0.021,0.7585978835978836,0.38095238095238093,0.079
60,0.7493386243386243,0.9523809523809523,0.024,0.7619047619047619,0.9523809523809523,0.011
61,0.7513227513227513,0.9047619047619048,0.034,0.7466931216931217,1.0,0.0
62,0.7698412698412699,0.2857142857142857,0.0,0.5661375661375662,0.8095238095238095,0.126
63,0.7698412698412699,0.09523809523809523,0.0,0.5158730158730159,0.7142857142857143,0.81
64,0.7645502645502645,0.23809523809523808,0.0,0.6666666666666666,0.7142857142857143,0.0
65,0.7645502645502645,0.19047619047619047,0.0,0.5462962962962963,0.9047619047619048,0.611
66,0.7705026455026455,0.14285714285714285,0.0,0.6375661375661376,0.5238095238095238,0.05
67,0.7619047619047619,0.19047619047619047,0.004,0.6124338624338624,0.6190476190476191,0.723
68,0.7585978835978836,0.42857142857142855,0.0,0.6322751322751323,1.0,0.996
69,0.7559523809523809,0.14285714285714285,0.0,0.7394179894179894,0.8095238095238095,0.53
70,0.7619047619047619,0.42857142857142855,0.0,0.6488095238095238,0.42857142857142855,0.103
71,0.7572751322751323,0.5714285714285714,0.0,0.5985449735449735,1.0,0.913
72,0.7572751322751323,0.7619047619047619,0.001,0.7433862433862434,0.9047619047619048,0.0
